Name,BSE_code,NSE_code,Industry,Current_Price,Market_Capitalization
Nitiraj Engineer,,NITIRAJ,Electronics - Components, 252 , 259 
SBEC Sugar,532102,,Sugar, 54 , 259 
Lagnam Spintex,,LAGNAM,Textiles - Products, 147 , 259 
SAB Industries,539112,,Construction, 171 , 260 
Veer Global Inf.,543241,,Construction, 160 , 260 
Hindcon Chemical,,HINDCON,Chemicals, 51 , 260 
Tembo Global,,TEMBO,Trading, 234 , 260 
Equippp Social,590057,EQUIPPP,Computers - Software - Medium / Small, 25 , 261 
Aashka Hospitals,543346,,Healthcare, 112 , 261 
AksharChem (I),524598,AKSHARCHEM,Dyes And Pigments, 326 , 261 
Neelamalai Agro,508670,,Tea," 4,204 ", 261 
IL&FS Engg.,532907,IL&FSENGG,Construction, 20 , 262 
Signet Industrie,512131,SIGIND,Plastics Products, 89 , 262 
KPT Industries,505299,,Engineering, 774 , 263 
Lehar Footwears,532829,,Leather / Leather Products, 149 , 263 
Zeal Global Serv,,ZEAL,Miscellaneous, 198 , 263 
Denis Chem Lab,537536,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 190 , 264 
Rajshree Polypac,,RPPL,Packaging, 72 , 264 
Parin Furniture,,PARIN,Miscellaneous, 238 , 264 
RDB Realty,533285,,Construction, 153 , 265 
AB Cotspin,,ABCOTS,Textiles - Cotton/Blended, 259 , 267 
Sarthak Metals,540393,SMLT,Mining / Minerals / Metals, 195 , 267 
Confidence Fut.,539991,,Trading, 107 , 268 
Baheti Recycling,,BAHETI,Aluminium and Aluminium Products, 258 , 268 
Kanoria Energy,539620,,Cement Products, 31 , 268 
Osia Hyper Reta.,,OSIAHYPER,Trading, 23 , 268 
Asian Hotels (N),500023,ASIANHOTNR,Hotels, 138 , 269 
Nureca,543264,NURECA,Trading, 269 , 269 
Trejhara Solutio,542233,TREJHARA,Computers - Software - Medium / Small, 185 , 269 
Nettlinx,511658,,Telecommunications - Service Provider, 111 , 269 
Prithvi Exchange,531688,,Finance & Investments, 327 , 270 
Shree Vasu Logis,,SVLL,Miscellaneous, 235 , 270 
Vardhman Polytex,514175,VARDMNPOLY,Textiles - Cotton/Blended, 10 , 271 
MANGALAM SEEDS,539275,,Miscellaneous, 247 , 271 
Vintron Info.,517393,,Trading, 35 , 272 
Ginni Filaments,590025,GINNIFILA,Textiles - Cotton/Blended, 32 , 272 
Aaron Industries,,AARON,Engineering, 259 , 272 
Sona Machinery,,SONAMAC,Engineering, 199 , 273 
Shradha Infrapr.,,SHRADHA,Construction, 135 , 274 
Indowind Energy,532894,INDOWIND,Power Generation And Supply, 26 , 275 
Jay Ushin,513252,,Auto Ancillaries, 713 , 275 
Captain Pipes,538817,,Plastics Products, 19 , 275 
A B Infrabuild,,ABINFRA,Construction, 55 , 276 
BGR Energy Sys.,532930,BGRENERGY,Engineering - Turnkey Services, 38 , 276 
Sayaji Hot. Pune,544090,,Hotels, 906 , 276 
Dindigul Farm,544201,,Food - Processing - Indian, 113 , 276 
Mcleod Russel,532654,MCLEODRUSS,Tea, 26 , 277 
Ruchi Infrastr.,509020,RUCHINFRA,Miscellaneous, 12 , 277 
Maruti Infra.,531540,,Construction, 222 , 277 
Graviss Hospital,509546,,Hotels, 39 , 277 
Indo Thai Sec.,533676,INDOTHAI,Finance & Investments, 278 , 278 
Available Fin.,531310,,Finance & Investments, 273 , 278 
Brady & Morris,505690,,Engineering," 1,239 ", 279 
Smartlink Hold.,532419,SMARTLINK,Finance & Investments, 280 , 279 
VTM,532893,,Textiles - Processing, 70 , 280 
Loyal Textile,514036,LOYALTEX,Textiles - Composite, 581 , 280 
Indrayani Biotec,526445,,Hotels, 61 , 280 
Royal India Corp,512047,,Trading, 36 , 280 
Canarys,,CANARYS,Computers - Software - Medium / Small, 50 , 281 
India Gelatine,531253,,Chemicals, 398 , 282 
Prime Fresh,540404,,Trading, 207 , 282 
Kaka Industries,543939,,Plastics Products, 207 , 282 
Guj Apollo Inds,522217,GUJAPOLLO,Engineering, 241 , 284 
RKEC Projects,,RKEC,Construction, 118 , 284 
Bambino Agro Ind,519295,,Food - Processing - Indian, 355 , 284 
Pil Italica Life,500327,PILITA,Plastics Products, 12 , 285 
Starteck Fin.,512381,STARTECK,Finance & Investments, 287 , 285 
Thomas Scott,533941,THOMASCOTT,Textiles - Products, 281 , 285 
Chemtech Indust.,537326,,Engineering, 195 , 285 
Shri Venkatesh,543373,,Solvent Extraction, 129 , 285 
Megastar Foods,541352,MEGASTAR,Food - Processing - Indian, 253 , 286 
Bhilwara Tech,533108,,Textiles - Products, 49 , 286 
Global Vectra,532773,GLOBALVECT,Transport - Airlines, 205 , 286 
Z-Tech,,ZTECH,Construction, 224 , 287 
Madhav Infra,539894,,Construction, 11 , 287 
Inv.& Prec.Cast.,504786,,Castings & Forgings, 575 , 288 
RRIL,531307,,Construction, 24 , 288 
Konstelec Engg.,,KONSTELEC,Engineering - Turnkey Services, 191 , 288 
Rajnandini Metal,,RAJMET,Mining / Minerals / Metals, 10 , 289 
Shree Rama News.,500356,RAMANEWS,Miscellaneous, 20 , 289 
Sh. Dinesh Mills,503804,,Textiles - Products, 518 , 290 
M K Exim India,538890,,Trading, 72 , 290 
G G Engineering,540614,,Trading, 2 , 291 
Country Club Hos,526550,CCHHL,Hotels, 18 , 291 
Welspun Investme,533252,WELINV,Finance & Investments, 798 , 291 
R M Drip & Sprin,,RMDRIP,Plastics Products, 153 , 291 
Captain Polyplas,536974,,Plastics Products, 53 , 292 
Ravinder Heights,543251,RVHL,Construction, 48 , 292 
Natural Capsules,524654,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 314 , 293 
Magnum Ventures,532896,MAGNUM,Paper, 50 , 293 
DC Infotech,543636,DCI,Trading, 226 , 293 
ABM Knowledge,531161,,Computers - Software - Medium / Small, 147 , 293 
ROX Hi-Tech,,ROXHITECH,Trading, 129 , 295 
Duroply Indust.,516003,,Miscellaneous, 299 , 295 
Visa Steel,532721,VISASTEEL,Mining / Minerals / Metals, 26 , 295 
Amba Enterprises,539196,,Electric Equipment, 234 , 296 
Dynamic Services,,DYNAMIC,Miscellaneous, 216 , 297 
Caspian Corporat,534732,,Miscellaneous, 71 , 299 
Maagh Advertisin,543624,,Miscellaneous, 13 , 299 
Maral Overseas,521018,MARALOVER,Textiles - Cotton/Blended, 72 , 299 
Bemco Hydraulics,522650,,Engineering," 1,375 ", 301 
Uma Exports,543513,UMAEXPORTS,Trading, 89 , 301 
LGB Forge,533007,LGBFORGE,Castings & Forgings, 13 , 301 
E Factor Experie,,EFACTOR,Miscellaneous, 231 , 302 
Uday Jewellery,539518,,Diamond Cutting / Jewellery, 138 , 303 
Sundaram Brake,590072,SUNDRMBRAK,Auto Ancillaries, 773 , 304 
GEE,504028,,Electrodes - Welding Equipment, 117 , 304 
Par Drugs & Che.,,PAR,Pharmaceuticals - Indian - Bulk Drugs, 247 , 304 
Hind.Organ.Chem.,500449,,Chemicals, 45 , 304 
Rane Engine Val.,532988,RANEENGINE,Auto Ancillaries, 420 , 304 
P.E. Analytics,,PROPEQUITY,Miscellaneous, 290 , 304 
Coastal Corporat,501831,COASTCORP,Aquaculture, 227 , 304 
Fluidomat,522017,,Engineering, 618 , 305 
Brahmaputra Inf.,535693,,Construction, 105 , 305 
Goyal Salt,,GOYALSALT,Food - Processing - Indian, 170 , 305 
Commerl. Synbags,539986,COMSYN,Packaging, 76 , 305 
Alphalogic Indu,543937,,Engineering, 300 , 306 
Murudesh.Ceramic,515037,MURUDCERA,Ceramics - Tiles / Sanitaryware, 50 , 306 
Bannari Amm Spg.,532674,BASML,Textiles - Cotton/Blended, 47 , 306 
Comfort Intech,531216,,Breweries & Distilleries, 10 , 306 
Cords Cable,532941,CORDSCABLE,Cables - Power, 237 , 306 
Mangalam Organic,514418,MANORG,Chemicals, 359 , 308 
Infinium Pharma,,INFINIUM,Pharmaceuticals - Indian - Bulk Drugs, 222 , 309 
PPAP Automotive,532934,PPAP,Auto Ancillaries, 220 , 310 
Karnika Industri,,KARNIKA,Textiles - Products, 250 , 310 
Take Solutions,532890,TAKE,Miscellaneous, 21 , 310 
Lancor Holdings,509048,LANCORHOL,Construction, 43 , 311 
Jhaveri Credits,531550,,Finance & Investments, 346 , 311 
Rudrabhish. Ent.,,REPL,Miscellaneous, 180 , 312 
Empower India,504351,,Trading, 3 , 314 
Sunshine Capital,539574,,Finance & Investments, 3 , 315 
Crayons Advertis,,CRAYONS,Miscellaneous, 129 , 315 
Vishwaraj Sugar,542852,VISHWARAJ,Sugar, 17 , 315 
Northern Spirits,542628,,Trading, 197 , 316 
Intense Tech.,532326,INTENTECH,Computers - Software - Medium / Small, 135 , 317 
Binny,514215,,Construction, 142 , 317 
Omax Autos,520021,OMAXAUTO,Auto Ancillaries, 149 , 318 
Avonmore Capital,511589,AVONMORE,Finance & Investments, 14 , 318 
Prime Industries,519299,,Finance & Investments, 202 , 320 
Vadilal Enterp.,519152,,Trading," 3,740 ", 322 
Capital Trade Lk,538476,,Finance & Investments, 53 , 323 
Virinchi,532372,VIRINCHI,Computers - Software - Medium / Small, 34 , 324 
Robust Hotels,543901,RHL,Hotels, 187 , 324 
Jay Shree Tea,509715,JAYSREETEA,Tea, 112 , 324 
Indian Toners,523586,,Dyes And Pigments, 300 , 326 
Navkar Urban.,531494,,Construction, 15 , 326 
Manomay Tex Indi,540396,MANOMAY,Textiles - Products, 181 , 327 
Purple Finance,544191,,Finance & Investments, 97 , 327 
Talbros Engg.,538987,,Auto Ancillaries, 645 , 328 
VIP Clothing,532613,VIPCLOTHNG,Textiles - Products, 40 , 328 
Mangalam World.,,MWL,Steel - Medium / Small, 134 , 328 
Rama Phosphates,524037,RAMAPHO,Fertilizers, 186 , 328 
Le Merite Export,,LEMERITE,Trading, 140 , 329 
Multibase India,526169,,Plastics Products, 261 , 330 
Pasupati Acrylon,500456,PASUPTAC,Textiles - Manmade, 37 , 330 
NDL Ventures,500189,NDLVENTURE,Entertainment / Electronic Media Software, 98 , 330 
Surana Telecom,517530,SURANAT&P,Power Generation And Supply, 24 , 330 
Modi Naturals,519003,,Solvent Extraction, 253 , 331 
Sadhav,,SADHAV,Shipping, 231 , 332 
Apollo Finvest,512437,,Finance & Investments, 893 , 333 
South West Pinn.,543986,SOUTHWEST,Mining / Minerals / Metals, 119 , 333 
Lords Chloro,500284,LORDSCHLO,Chlor Alkali / Soda Ash, 133 , 333 
Globus Power,526025,,Miscellaneous, 34 , 334 
Indian Terrain,533329,INDTERRAIN,Textiles - Products, 75 , 334 
India Finsec,535667,,Finance & Investments, 134 , 335 
GP Petroleums,532543,GULFPETRO,Chemicals, 66 , 336 
Aries Agro,532935,ARIES,Fertilizers, 260 , 338 
Medico Remedies,540937,MEDICO,Pharmaceuticals - Indian - Bulk Drugs & Formln, 41 , 338 
Mercantile Vent.,538942,,Miscellaneous, 30 , 341 
Scan Steels,511672,,Steel - Medium / Small, 65 , 341 
Vaarad Ventures,532320,,Finance & Investments, 14 , 342 
Inflame Applian.,541083,,Domestic Appliances, 468 , 343 
Goldstar Power,,GOLDSTAR,Auto Ancillaries, 14 , 344 
Sar Televenture,,SARTELE,Transmisson Line Towers / Equipment, 230 , 344 
Bhagyanagar Ind,512296,BHAGYANGR,Mining / Minerals / Metals, 108 , 344 
Waterbase,523660,,Aquaculture, 83 , 346 
Rockingdeals Cir,,ROCKINGDCE,Trading, 611 , 346 
Global Education,,GLOBAL,Miscellaneous, 170 , 346 
Dynemic Products,532707,DYNPRO,Dyes And Pigments, 289 , 348 
Dhabriya Poly.,538715,,Plastics Products, 321 , 348 
Kalyani Cast-Tec,544023,,Castings & Forgings, 485 , 348 
Anlon Tech,,ANLON,Miscellaneous, 556 , 348 
Crown Lifters,,CROWN,Miscellaneous, 310 , 348 
Kay Cee,,KCEIL,Construction, 318 , 348 
Purv Flexi,,PURVFLEXI,Trading, 166 , 348 
Systango Tech,,SYSTANGO,Computers - Software - Medium / Small, 238 , 349 
Suyog Gurbaxani,543391,,Construction, 141 , 349 
AVP Infracon,,AVPINFRA,Construction, 140 , 349 
Droneacharya Aer,543713,,Miscellaneous, 146 , 350 
DJ Mediaprint,543193,DJML,Miscellaneous, 323 , 350 
Proventus Agro.,,PROV,Trading," 1,021 ", 351 
Shri Keshav,530977,,Cement - South India, 200 , 351 
Euro India Fresh,,EIFFL,Food - Processing - Indian, 142 , 351 
Esconet,,ESCONET,Computers - Software - Medium / Small, 284 , 352 
Competent Auto,531041,,Trading, 572 , 352 
Chemcrux Enterp.,540395,,Chemicals, 238 , 352 
Lorenzini Appar.,540952,LAL,Textiles - Processing, 22 , 352 
Naga Dhunseri,,NDGL,Finance & Investments," 3,530 ", 353 
K2 Infragen,,K2INFRA,Engineering - Turnkey Services, 280 , 354 
Sunita Tools Ltd,544001,,Engineering, 630 , 354 
Emmforce,544166,,Auto Ancillaries, 173 , 355 
Sharda Ispat,513548,,Steel - Medium / Small, 700 , 356 
Lyka Labs,500259,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln, 108 , 356 
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs, 16 , 358 
Manaksia Steels,539044,MANAKSTEEL,Steel - Medium / Small, 55 , 358 
Sejal Glass,532993,SEJALLTD,Glass & Glass Products, 357 , 361 
V-Marc India,,VMARCIND,Cables - Power, 159 , 362 
Premier Road,,PRLIND,Miscellaneous, 159 , 363 
Atlantaa,532759,ATLANTAA,Engineering - Turnkey Services, 45 , 363 
Exhicon Events,543895,,Miscellaneous, 281 , 364 
Zenotech Lab.,532039,,Pharmaceuticals - Indian - Formulations, 60 , 364 
Ambalal Sarabhai,500009,,Trading, 48 , 366 
Essen Speciality,,ESFL,Plastics Products, 177 , 366 
Sh. Rama Multi.,532310,SHREERAMA,Packaging, 27 , 367 
Shyam Century,539252,SHYAMCENT,Mining / Minerals / Metals, 17 , 368 
Mangalam Global,,MGEL,Solvent Extraction, 22 , 368 
Sakthi Finance,511066,,Finance & Investments, 57 , 369 
Surani Steel Tub,,SURANI,Steel - Medium / Small, 347 , 369 
Variman Global,540570,,Trading, 19 , 370 
Elgi Rubber Co,,ELGIRUBCO,Miscellaneous, 74 , 370 
Lak. Electrical,504258,,Electric Equipment," 1,507 ", 371 
Aryaman Fin.Serv,530245,,Finance & Investments, 317 , 371 
Jasch Gauging,544112,,Electronics - Components, 819 , 371 
Shreyans Inds.,516016,SHREYANIND,Paper, 269 , 372 
Gem Enviro,544199,,Miscellaneous, 165 , 372 
Harri. Malayalam,500467,HARRMALAYA,Miscellaneous, 202 , 373 
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations, 311 , 374 
SKP Bearing,,SKP,Bearings, 226 , 376 
Baroda Rayon,500270,,Construction, 164 , 376 
OK Play India,526415,,Plastics Products, 13 , 376 
Bharat Road,540700,BRNL,Construction, 45 , 377 
Hitech Corp.,526217,HITECHCORP,Packaging, 219 , 377 
Ucal,500464,UCAL,Auto Ancillaries, 171 , 377 
DRC Systems,543268,DRCSYSTEMS,Computers - Software - Medium / Small, 29 , 379 
Intl. Combustion,505737,,Engineering," 1,587 ", 379 
Markolines Pavem,543364,,Miscellaneous, 199 , 380 
Patels Airtemp,517417,,Engineering, 695 , 380 
Majestic Auto,500267,,Construction, 366 , 380 
Krishca Strapp.,,KRISHCA,Steel - Medium / Small, 315 , 380 
Rana Sugars,507490,RANASUG,Sugar, 25 , 381 
Kapston Services,,KAPSTON,Miscellaneous, 376 , 381 
Triton Valves,505978,,Auto Ancillaries," 3,219 ", 381 
Cool Caps,,COOLCAPS,Plastics Products, 330 , 381 
Plaza Wires,544003,PLAZACABLE,Cables - Power, 87 , 382 
Sintercom India,,SINTERCOM,Auto Ancillaries, 139 , 382 
Aban Offshore,523204,ABAN,Oil Drilling / Allied Services, 66 , 382 
Keltech Energies,506528,,Chemicals," 3,829 ", 383 
Almondz Global,531400,ALMONDZ,Finance & Investments, 138 , 383 
Shera Energy,,SHERA,Mining / Minerals / Metals, 169 , 384 
Jenburkt Pharma,524731,,Pharmaceuticals - Indian - Formulations, 872 , 385 
Apollo Sindoori,,APOLSINHOT,Hotels," 1,486 ", 386 
Felix Industries,,FELIX,Engineering, 311 , 387 
A2Z Infra Engg.,533292,A2ZINFRA,Engineering - Turnkey Services, 22 , 387 
Tierra Agrotech,543531,,Trading, 59 , 387 
The Byke Hospi.,531373,BYKE,Hotels, 83 , 387 
Emami Realty Ltd,533218,EMAMIREAL,Construction, 102 , 388 
Hind.Urban Infra,539984,,Electric Equipment," 2,688 ", 388 
Gokul Refoils,532980,GOKUL,Solvent Extraction, 39 , 388 
Airan,543811,AIRAN,Computers - Software - Medium / Small, 31 , 388 
Sayaji (Indore),544080,,Hotels," 1,275 ", 388 
Panasonic Energy,504093,,Dry Cells, 519 , 389 
Kaycee Inds.,504084,,Electric Equipment," 61,841 ", 390 
Vijay Solvex,531069,,Solvent Extraction," 1,217 ", 390 
Alufluoride,524634,,Chemicals, 499 , 390 
Kings Infra,530215,,Aquaculture, 159 , 391 
Zodiac Cloth. Co,521163,ZODIACLOTH,Textiles - Products, 150 , 391 
Indl. Inv. Trust,501295,IITL,Finance & Investments, 174 , 392 
Newjaisa Tech,,NEWJAISA,Trading, 122 , 392 
KM Sugar Mills,532673,KMSUGAR,Sugar, 43 , 393 
Shemaroo Entert.,538685,SHEMAROO,Entertainment / Electronic Media Software, 145 , 395 
Nila Spaces,542231,NILASPACES,Construction, 10 , 397 
NILE,530129,,Mining / Minerals / Metals," 1,324 ", 397 
Quest Capital,500069,,Finance & Investments, 398 , 398 
Birla Precision,522105,,Engineering, 61 , 399 
Star Paper Mills,516022,STARPAPER,Paper, 256 , 400 
Kothari Products,530299,KOTHARIPRO,Trading, 134 , 400 
A-1 Acid,542012,,Trading, 348 , 400 
Emk.Global Fin.,532737,EMKAY,Finance & Investments, 162 , 401 
Bella Casa Fashi,539399,,Textiles - Products, 351 , 403 
Nath Bio-Genes,537291,NATHBIOGEN,Miscellaneous, 212 , 403 
IRIS Business,540735,IRIS,Computers - Software - Medium / Small, 209 , 405 
IL&FS Inv.Manag.,511208,IVC,Finance & Investments, 13 , 405 
Tiger Logistics,536264,,Miscellaneous, 38 , 405 
Innovators,541353,,Construction, 215 , 406 
Ruchira Papers,532785,RUCHIRA,Paper, 136 , 407 
SRM Contractors,544158,SRM,Construction, 178 , 408 
Fredun Pharma,539730,,Pharmaceuticals - Indian - Formulations, 872 , 408 
MOS Utility,,MOS,Trading, 164 , 409 
Modison,506261,MODISONLTD,Electric Equipment, 126 , 409 
Lakshmi Mills,502958,,Textiles - Composite," 5,892 ", 410 
Ponni Sug.Erode,532460,PONNIERODE,Sugar, 478 , 411 
Pradeep Metals,513532,,Castings & Forgings, 239 , 413 
Chavda Infra Ltd,,CHAVDA,Construction, 168 , 413 
Exxaro Tiles,543327,EXXARO,Ceramics - Tiles / Sanitaryware, 92 , 413 
Delton Cables,504240,,Cables - Power, 479 , 413 
Sigma Solve,543917,SIGMA,Computers - Software - Medium / Small, 402 , 414 
Aerpace Indus,534733,,Trading, 30 , 414 
Swaraj Suiting,,SWARAJ,Textiles - Spinning - Synthetic / Blended, 272 , 415 
Udayshivakumar,543861,USK,Construction, 75 , 415 
Goodricke Group,500166,,Tea, 192 , 416 
Rathi Steel,504903,,Steel - Medium / Small, 49 , 416 
Riddhi Siddhi Gl,524480,,Trading, 585 , 417 
Batliboi,522004,,Engineering, 122 , 419 
Vantage Knowledg,539761,,Miscellaneous, 404 , 420 
Indo US Bio-Tech,541304,,Miscellaneous, 210 , 421 
Panchmahal Steel,513511,,Steel - Medium / Small, 221 , 422 
IFB Agro Inds.,507438,IFBAGRO,Breweries & Distilleries, 451 , 423 
Energy-Mission,,EMMIL,Engineering, 374 , 424 
Universus Photo,542933,UNIVPHOTO,Photographic And Allied Products, 390 , 427 
Integ. Industrie,531889,,Trading, 224 , 428 
GP Eco,,GPECO,Electric Equipment, 368 , 431 
Star Housing Fin,539017,,Finance - Housing, 55 , 431 
Premier Polyfilm,514354,PREMIERPOL,Plastics Products, 207 , 433 
Suraj,531638,,Steel - Medium / Small, 236 , 434 
DCM Nouvelle,542729,DCMNVL,Textiles - Cotton/Blended, 232 , 434 
Vishal Fabrics,538598,VISHAL,Textiles - Processing, 22 , 434 
Milkfood,507621,,Food - Processing - Indian, 713 , 435 
Shalibhadra Fin.,511754,,Finance & Investments, 622 , 436 
Integra Essentia,535958,ESSENTIA,Trading, 4 , 436 
Shardul Sec.,512393,,Finance & Investments, 249 , 436 
Creative Graphic,,CGRAPHICS,Engineering, 180 , 438 
Indo National,504058,NIPPOBATRY,Dry Cells, 588 , 441 
Rubfila Intl.,500367,,Miscellaneous, 81 , 442 
Nitin Castings,508875,,Castings & Forgings, 860 , 442 
Cineline India,532807,CINELINE,Entertainment / Electronic Media Software, 129 , 442 
Logica Infoway,543746,,Trading, 259 , 442 
KN Agri Resource,,KNAGRI,Solvent Extraction, 178 , 444 
Vardhman Acrylic,,VARDHACRLC,Textiles - Manmade, 55 , 445 
SRG Housing,534680,SRGHFL,Finance - Housing, 335 , 445 
Mahindra EPC,523754,MAHEPC,Plastics Products, 160 , 446 
Mangalam Industr,537800,,Finance & Investments, 4 , 447 
Quint Digital,539515,,Computers - Software - Medium / Small, 95 , 447 
Raghuvir Synth,514316,,Textiles - Processing, 116 , 449 
M K Proteins,543919,MKPL,Solvent Extraction, 12 , 449 
Trigyn Techno.,517562,TRIGYN,Computers - Software - Medium / Small, 146 , 449 
CL Educate,540403,CLEDUCATE,Miscellaneous, 83 , 450 
Galaxy Bearings,526073,,Bearings," 1,416 ", 450 
Shriram AMC,531359,,Finance & Investments, 347 , 451 
Pritika Auto,539359,PRITIKAUTO,Auto Ancillaries, 28 , 452 
Rajnish Wellness,541601,,Trading, 6 , 453 
Shree Karni,,SHREEKARNI,Textiles - Products, 643 , 454 
Dai-ichi Karkari,526821,,Chemicals, 611 , 455 
Inspirisys Sol.,532774,INSPIRISYS,Computers - Software - Medium / Small, 115 , 456 
Menon Pistons,531727,,Auto Ancillaries, 89 , 456 
Manaksia Coated,539046,MANAKCOAT,Steel - Medium / Small, 62 , 457 
Hi-Green Carbon,,HIGREEN,Chemicals, 183 , 458 
Amal,506597,,Chemicals, 371 , 459 
Modi's Navnirman,543539,,Construction, 235 , 460 
Prozone Realty,534675,PROZONER,Miscellaneous, 30 , 465 
Refractory,,REFRACTORY,Refractories / Intermediates, 214 , 466 
Sahyadri Industr,532841,SAHYADRI,Cement Products, 426 , 466 
Sakthi Sugars,507315,SAKHTISUG,Sugar, 39 , 468 
Mawana Sugars,523371,MAWANASUG,Sugar, 120 , 470 
United Drilling,522014,UNIDT,Engineering, 232 , 471 
Kinetic Engg.,500240,,Auto Ancillaries, 212 , 471 
Cressanda Railwa,512379,,Trading, 11 , 472 
Super Sales Ind.,512527,,Textiles - Cotton/Blended," 1,545 ", 474 
Poddar Pigments,524570,PODDARMENT,Dyes And Pigments, 447 , 474 
MIRC Electronics,500279,MIRCELECTR,Electronics - Consumer, 21 , 476 
Megasoft,532408,MEGASOFT,Pharmaceuticals - Indian - Bulk Drugs & Formln, 64 , 476 
Softtech Enginee,543470,SOFTTECH,Computers - Software - Medium / Small, 371 , 476 
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small, 91 , 477 
Orbit Exports,512626,ORBTEXP,Textiles - Processing, 180 , 477 
Sadbhav Engg.,532710,SADBHAV,Construction, 28 , 478 
Valiant Commun.,526775,,Telecommunications - Equipment, 628 , 479 
Venus Remedies,526953,VENUSREM,Pharmaceuticals - Indian - Formulations, 359 , 479 
Krishival Foods,,KRISHIVAL,Food - Processing - Indian, 215 , 479 
RBM Infracon,,RBMINFRA,Construction, 568 , 479 
U. Y. Fincorp,530579,,Finance & Investments, 25 , 480 
Josts Engg. Co.,505750,,Engineering, 984 , 481 
Intl. Travel Hse,500213,,Travel Agencies, 604 , 482 
Bombay Oxygen,509470,,Finance & Investments," 32,161 ", 482 
Autoline Industr,532797,AUTOIND,Auto Ancillaries, 124 , 484 
Jet Airways,532617,JETAIRWAYS,Transport - Airlines, 43 , 484 
Nila Infrastruct,530377,NILAINFRA,Construction, 12 , 485 
Thaai,,TCL,Auto Ancillaries, 210 , 485 
Foce India,,FOCE,Trading, 995 , 487 
Meghna Infracon,538668,,Finance & Investments, 449 , 488 
Shukra Pharma.,524632,,Pharmaceuticals - Indian - Formulations, 111 , 488 
Shish Industries,540693,,Plastics Products, 137 , 488 
Aion-Tech Soluti,531439,GOLDTECH,Computers - Software - Medium / Small, 141 , 488 
Fermenta Biotec.,506414,,Pharmaceuticals - Indian - Bulk Drugs, 166 , 489 
DIC India,500089,DICIND,Chemicals, 532 , 489 
Addictive Learn,,LAWSIKHO,Miscellaneous, 307 , 489 
BEW Engg,,BEWLTD,Engineering," 1,496 ", 489 
Kothari Sugars,,KOTARISUG,Sugar, 59 , 489 
IZMO,532341,IZMO,Computers - Software - Medium / Small, 347 , 491 
Vishnusurya,,VISHNUINFR,Mining / Minerals / Metals, 200 , 492 
Rudra Ecovation,514010,,Textiles - Cotton/Blended, 57 , 493 
Vibhor Steel,544124,VSTL,Steel - Medium / Small, 260 , 494 
Bharat Seats,523229,,Auto Ancillaries, 158 , 496 
Uni Abex Alloy,504605,,Castings & Forgings," 2,515 ", 497 
Synergy Green,541929,SGIL,Castings & Forgings, 352 , 497 
Taylormade Renew,541228,,Electric Equipment, 449 , 498 
Shivam Autotech,532776,SHIVAMAUTO,Auto Ancillaries, 41 , 498 
Euro Panel,,EUROBOND,Aluminium and Aluminium Products, 204 , 500 
Softsol India,532344,,Computers - Software - Medium / Small, 338 , 500 
Frog Cellsat,,FROG,Telecommunications - Equipment, 326 , 503 
B&B Triplewall,543668,BBTCL,Paper, 245 , 503 
Trust Fintech,,TRUST,Computers - Software - Medium / Small, 212 , 504 
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 610 , 504 
Muthoot Cap.Serv,511766,MUTHOOTCAP,Finance & Investments, 307 , 504 
KCP Sugar &Inds.,533192,KCPSUGIND,Sugar, 45 , 505 
RPP Infra Proj.,533284,RPPINFRA,Construction, 134 , 507 
Indian Bright St,504731,,Steel - Medium / Small, 174 , 508 
Ador Fontech,530431,,Electrodes - Welding Equipment, 145 , 508 
Kiran Vyapar,537750,,Finance & Investments, 186 , 508 
Wanbury,524212,WANBURY,Pharmaceuticals - Indian - Bulk Drugs & Formln, 155 , 508 
Saakshi Medtech,,SAAKSHI,Electric Equipment, 288 , 509 
AYM Syntex,508933,AYMSYNTEX,Textiles - Processing, 100 , 509 
Kwality Pharma,539997,,Pharmaceuticals - Indian - Bulk Drugs & Formln, 491 , 509 
Vinsys IT Serv.,,VINSYS,Computers - Education, 347 , 509 
All E Tech,,ALLETEC,Computers - Software - Medium / Small, 252 , 510 
Swiss Military,523558,,Trading, 26 , 510 
Kritika Wires,,KRITIKA,Steel - Medium / Small, 19 , 512 
Raj Television,532826,RAJTV,Entertainment / Electronic Media Software, 99 , 513 
Nahar Capital,532952,NAHARCAP,Finance & Investments, 307 , 513 
Banswara Syntex,503722,BANSWRAS,Textiles - Spinning - Synthetic / Blended, 150 , 513 
Akme Fintrade,544200,AFIL,Finance & Investments, 120 , 514 
Phantom Digital,,PHANTOMFX,Entertainment / Electronic Media Software, 379 , 514 
Diamines & Chem.,500120,DIAMINESQ,Chemicals, 528 , 516 
UFO Moviez,539141,UFO,Entertainment / Electronic Media Software, 134 , 517 
Genus Paper & Bo,538961,GENUSPAPER,Paper, 20 , 517 
Bharat Agri Fert,531862,,Fertilizers, 98 , 520 
Intl. Conveyors,509709,INTLCONV,Miscellaneous, 82 , 523 
